id_prova;questao;resposta_certa;resposta_detectada;correta
245;6;D;B;✘
245;7;D;D;✓
245;8;D;B;✘
245;9;E;E;✓
245;10;D;C;✘
245;11;E;E;✓
245;12;D;D;✓
245;13;B;B;✓
245;14;C;C;✓
245;15;C;C;✓
245;16;C;C;✓
245;17;B;B;✓
245;18;E;C;✘
245;19;D;D;✓
245;20;A;A;✓
245;21;E;A;✘
245;22;A;A;✓
245;23;E;A;✘
245;24;B;B;✓
245;25;E;D;✘
245;26;B;B;✓
245;27;C;C;✓
245;28;C;C;✓
245;29;B;A;✘
245;30;D;A;✘
245;31;C;C;✓
245;32;B;B;✓
245;33;C;C;✓
245;34;D;D;✓
245;35;E;D;✘
245;36;A;A;✓
245;37;D;B;✘
245;38;C;C;✓
245;39;A;A;✓
245;40;E;E;✓
245;41;B;A;✘
245;42;E;B;✘
245;43;C;A;✘
245;44;D;E;✘
245;45;D;C;✘
245;46;E;D;✘
245;47;D;B;✘
245;48;A;A;✓
245;49;B;B;✓
245;50;B;B;✓
245;51;D;B;✘
245;52;B;B;✓
245;53;E;E;✓
245;54;A;A;✓
245;55;D;B;✘
245;56;C;C;✓
245;57;C;B;✘
245;58;A;A;✓
245;59;B;B;✓
245;60;A;B;✘
246;1;E;D;✘
246;2;A;A;✓
246;3;A;A;✓
246;4;D;B;✘
246;5;A;A;✓
246;6;E;B;✘
246;7;E;C;✘
246;8;E;A;✘
246;9;B;B;✓
246;10;D;B;✘
246;11;B;A;✘
246;12;D;D;✓
246;13;B;B;✓
246;14;C;B;✘
246;15;D;B;✘
246;16;C;A;✘
246;17;D;C;✘
246;18;B;A;✘
246;19;B;B;✓
246;20;A;A;✓
246;21;E;E;✓
246;22;E;B;✘
246;23;A;A;✓
246;24;B;B;✓
246;25;A;D;✘
246;26;A;A;✓
246;27;C;C;✓
246;28;C;C;✓
246;29;A;A;✓
246;30;E;C;✘
246;31;C;C;✓
246;32;E;C;✘
246;33;B;B;✓
246;34;A;A;✓
246;35;E;E;✓
246;36;D;B;✘
246;37;D;D;✓
246;38;C;C;✓
246;39;E;D;✘
246;40;E;E;✓
246;41;C;B;✘
246;42;B;C;✘
246;43;A;A;✓
246;44;B;B;✓
246;45;B;C;✘
246;46;C;C;✓
246;47;E;D;✘
246;48;D;D;✓
246;49;C;C;✓
246;50;C;C;✓
246;51;A;A;✓
246;52;B;B;✓
246;53;C;C;✓
246;54;E;E;✓
246;55;D;C;✘
246;56;C;C;✓
246;57;B;B;✓
246;58;B;B;✓
246;59;B;B;✓
246;60;A;A;✓
251;1;A;A;✓
251;2;B;A;✘
251;3;A;A;✓
251;4;D;A;✘
251;5;D;D;✓
251;6;A;A;✓
251;7;C;D;✘
251;8;C;C;✓
251;9;C;C;✓
251;11;A;A;✓
251;12;A;A;✓
251;13;B;B;✓
251;14;C;A;✘
251;15;B;B;✓
251;16;D;D;✓
251;17;B;B;✓
251;18;C;C;✓
251;19;C;C;✓
251;20;C;B;✘
251;21;A;A;✓
251;22;A;A;✓
251;23;E;A;✘
251;24;B;A;✘
251;25;C;C;✓
251;26;D;D;✓
251;27;D;D;✓
251;28;C;C;✓
251;29;C;C;✓
251;30;C;A;✘
251;31;C;B;✘
251;32;A;A;✓
251;33;B;B;✓
251;34;E;D;✘
251;35;D;C;✘
251;36;A;C;✘
251;37;A;C;✘
251;38;C;C;✓
251;39;B;B;✓
251;40;C;C;✓
251;41;C;A;✘
251;42;C;A;✘
251;43;E;A;✘
251;44;C;A;✘
251;45;C;C;✓
251;46;C;C;✓
251;47;E;C;✘
251;48;C;C;✓
251;49;C;C;✓
251;50;A;A;✓
251;51;A;A;✓
251;52;C;B;✘
251;53;C;B;✘
251;54;E;E;✓
251;55;C;C;✓
251;56;C;A;✘
251;57;C;C;✓
251;58;D;D;✓
251;59;E;E;✓
251;60;A;A;✓
252;1;A;A;✓
252;2;B;B;✓
252;3;D;D;✓
252;4;E;C;✘
252;5;D;A;✘
252;6;B;A;✘
252;7;E;D;✘
252;8;D;C;✘
252;9;D;D;✓
252;10;E;C;✘
252;11;D;B;✘
252;12;D;D;✓
252;13;B;B;✓
252;14;C;C;✓
252;15;E;D;✘
252;16;A;A;✓
252;17;D;D;✓
252;18;E;C;✘
252;19;D;D;✓
252;20;B;C;✘
252;21;E;C;✘
252;22;A;A;✓
252;23;B;B;✓
252;24;C;C;✓
252;25;B;B;✓
252;26;A;A;✓
252;27;C;C;✓
252;28;D;D;✓
252;29;B;A;✘
252;30;D;D;✓
252;31;C;C;✓
252;32;D;C;✘
252;33;B;B;✓
252;34;E;C;✘
252;35;D;C;✘
252;36;A;A;✓
252;37;D;B;✘
252;38;C;C;✓
252;39;B;B;✓
252;40;C;B;✘
252;41;D;A;✘
252;42;B;B;✓
252;43;D;D;✓
252;44;D;A;✘
252;45;C;A;✘
252;46;C;B;✘
252;47;C;C;✓
252;48;D;C;✘
252;49;C;B;✘
252;50;D;D;✓
252;51;B;B;✓
252;52;C;C;✓
252;53;A;A;✓
252;54;A;A;✓
252;55;D;D;✓
252;56;D;C;✘
252;57;A;A;✓
252;58;D;D;✓
252;59;E;D;✘
252;60;A;A;✓
254;1;C;C;✓
254;2;D;D;✓
254;3;C;C;✓
254;4;B;B;✓
254;5;B;B;✓
254;6;A;A;✓
254;7;A;A;✓
254;8;C;A;✘
254;9;D;D;✓
254;10;D;C;✘
254;11;C;D;✘
254;12;D;C;✘
254;13;B;B;✓
254;14;C;C;✓
254;15;E;E;✓
254;16;A;A;✓
254;17;B;B;✓
254;18;B;B;✓
254;19;D;D;✓
254;20;A;A;✓
254;21;E;A;✘
254;22;A;B;✘
254;23;C;B;✘
254;24;A;A;✓
254;25;D;A;✘
254;26;E;B;✘
254;27;E;C;✘
254;28;C;C;✓
254;29;B;B;✓
254;30;C;A;✘
254;31;A;A;✓
254;32;A;A;✓
254;33;B;B;✓
254;34;A;A;✓
254;35;E;B;✘
254;36;E;B;✘
254;37;D;D;✓
254;38;B;B;✓
254;39;*;C;✘
254;40;A;A;✓
254;41;A;A;✓
254;42;E;E;✓
254;43;A;A;✓
254;44;B;B;✓
254;45;D;D;✓
254;46;A;A;✓
254;47;D;D;✓
254;48;E;E;✓
254;49;C;C;✓
254;50;E;C;✘
254;51;B;B;✓
254;52;C;C;✓
254;53;A;A;✓
254;54;B;B;✓
254;55;A;A;✓
254;56;B;B;✓
254;57;B;B;✓
254;58;B;B;✓
254;59;E;E;✓
254;60;A;A;✓
257;1;C;C;✓
257;2;B;B;✓
257;3;D;C;✘
257;4;E;E;✓
257;5;A;A;✓
257;6;A;B;✘
257;7;E;C;✘
257;8;C;B;✘
257;9;A;A;✓
257;10;C;C;✓
257;11;B;B;✓
257;12;A;A;✓
257;13;B;A;✘
257;14;C;C;✓
257;15;A;A;✓
257;16;D;A;✘
257;17;A;A;✓
257;18;B;B;✓
257;19;D;D;✓
257;20;B;B;✓
257;21;E;E;✓
257;22;A;A;✓
257;23;E;E;✓
257;24;C;A;✘
257;25;A;C;✘
257;26;A;A;✓
257;27;B;C;✘
257;28;D;D;✓
257;29;C;C;✓
257;30;E;D;✘
257;31;E;E;✓
257;32;B;A;✘
257;33;D;D;✓
257;34;E;D;✘
257;35;C;C;✓
257;36;A;D;✘
257;37;B;B;✓
257;38;C;D;✘
257;39;B;B;✓
257;40;E;E;✓
257;41;C;C;✓
257;42;C;C;✓
257;43;D;D;✓
257;44;D;C;✘
257;45;C;C;✓
257;46;A;C;✘
257;47;A;A;✓
257;48;D;D;✓
257;49;C;C;✓
257;50;C;B;✘
257;51;C;C;✓
257;52;E;E;✓
257;53;A;A;✓
257;54;A;C;✘
257;55;D;C;✘
257;56;B;B;✓
257;57;A;B;✘
257;58;D;D;✓
257;59;E;E;✓
257;60;A;A;✓
258;1;A;A;✓
258;2;B;A;✘
258;3;C;A;✘
258;4;D;A;✘
258;5;A;A;✓
258;6;B;A;✘
258;7;E;E;✓
258;8;D;D;✓
258;9;A;A;✓
258;10;B;B;✓
258;11;C;B;✘
258;12;E;D;✘
258;13;B;B;✓
258;14;C;C;✓
258;15;B;B;✓
258;16;C;B;✘
258;17;D;D;✓
258;18;C;C;✓
258;19;D;C;✘
258;20;B;A;✘
258;21;B;A;✘
258;22;A;A;✓
258;23;C;A;✘
258;24;E;A;✘
258;25;E;A;✘
258;26;A;A;✓
258;27;E;E;✓
258;28;C;C;✓
258;29;B;A;✘
258;30;D;D;✓
258;31;C;A;✘
258;32;A;A;✓
258;33;B;B;✓
258;34;E;D;✘
258;35;D;D;✓
258;36;A;A;✓
258;37;B;B;✓
258;38;C;C;✓
258;39;B;B;✓
258;40;C;C;✓
258;42;C;A;✘
258;43;E;A;✘
258;44;A;A;✓
258;45;B;B;✓
258;46;E;E;✓
258;47;C;B;✘
258;48;B;C;✘
258;49;D;D;✓
258;50;C;B;✘
258;51;C;C;✓
258;52;C;C;✓
258;53;C;C;✓
258;54;D;C;✘
258;55;C;B;✘
258;56;B;B;✓
258;57;A;B;✘
258;58;C;C;✓
258;59;E;D;✘
258;60;A;A;✓
259;1;C;B;✘
259;2;B;B;✓
259;3;E;D;✘
259;4;D;B;✘
259;5;A;A;✓
259;6;E;E;✓
259;7;E;E;✓
259;8;C;C;✓
259;9;E;E;✓
259;10;D;B;✘
259;11;C;A;✘
259;12;D;D;✓
259;13;B;A;✘
259;14;C;C;✓
259;15;E;D;✘
259;16;A;A;✓
259;17;D;D;✓
259;18;C;C;✓
259;19;D;D;✓
259;20;B;B;✓
259;21;E;C;✘
259;22;A;A;✓
259;23;B;B;✓
259;24;C;B;✘
259;25;B;C;✘
259;26;A;B;✘
259;27;A;C;✘
259;28;C;C;✓
259;29;B;B;✓
259;30;D;C;✘
259;31;C;B;✘
259;32;A;A;✓
259;33;E;E;✓
259;34;E;B;✘
259;35;C;C;✓
259;36;C;A;✘
259;37;B;B;✓
259;38;C;C;✓
259;39;A;A;✓
259;40;C;C;✓
259;41;B;B;✓
259;42;A;A;✓
259;43;C;D;✘
259;44;E;E;✓
259;45;C;B;✘
259;46;C;C;✓
259;47;A;D;✘
259;48;B;B;✓
259;49;C;C;✓
259;50;C;B;✘
259;51;A;A;✓
259;52;D;A;✘
259;53;A;A;✓
259;54;D;D;✓
259;55;D;A;✘
259;56;B;B;✓
259;57;A;A;✓
259;58;A;A;✓
259;59;E;E;✓
259;60;A;A;✓
260;1;E;E;✓
260;2;B;B;✓
260;3;A;A;✓
260;4;B;B;✓
260;5;B;B;✓
260;6;C;C;✓
260;7;A;A;✓
260;8;A;A;✓
260;9;B;B;✓
260;10;D;D;✓
260;11;B;A;✘
260;12;E;D;✘
260;13;C;C;✓
260;14;B;B;✓
260;15;A;A;✓
260;16;E;D;✘
260;17;B;B;✓
260;18;D;D;✓
260;19;A;A;✓
260;20;B;B;✓
260;21;E;B;✘
260;22;A;A;✓
260;23;C;C;✓
260;24;C;B;✘
260;25;B;B;✓
260;26;A;A;✓
260;27;A;A;✓
260;28;C;C;✓
260;29;B;B;✓
260;30;D;C;✘
260;31;C;C;✓
260;32;A;A;✓
260;33;C;C;✓
260;34;E;D;✘
260;35;D;D;✓
260;36;A;A;✓
260;37;B;B;✓
260;38;C;C;✓
260;39;E;C;✘
260;40;B;B;✓
260;41;D;D;✓
260;42;C;C;✓
260;43;D;D;✓
260;44;E;C;✘
260;45;C;C;✓
260;46;E;C;✘
260;47;B;B;✓
260;48;C;C;✓
260;49;C;C;✓
260;50;D;D;✓
260;51;D;D;✓
260;52;C;C;✓
260;53;A;A;✓
260;54;B;B;✓
260;55;D;D;✓
260;56;B;B;✓
260;57;A;A;✓
260;58;D;D;✓
260;59;E;E;✓
260;60;A;A;✓
261;1;B;A;✘
261;2;D;A;✘
261;3;E;A;✘
261;4;B;B;✓
261;5;A;A;✓
261;6;D;A;✘
261;7;D;D;✓
261;8;E;A;✘
261;9;A;C;✘
261;10;B;B;✓
261;11;D;D;✓
261;12;A;A;✓
261;13;B;B;✓
261;14;A;B;✘
261;15;E;E;✓
261;16;A;A;✓
261;17;B;B;✓
261;18;B;B;✓
261;19;B;B;✓
261;20;A;A;✓
261;21;D;A;✘
261;22;B;A;✘
261;23;C;A;✘
261;24;A;C;✘
261;25;B;B;✓
261;26;B;B;✓
261;27;E;D;✘
261;28;C;B;✘
261;29;C;C;✓
261;30;E;B;✘
261;31;B;C;✘
261;32;D;D;✓
261;33;B;B;✓
261;34;A;B;✘
261;35;E;B;✘
261;36;C;C;✓
261;37;A;A;✓
261;38;B;B;✓
261;39;A;B;✘
261;40;D;C;✘
261;41;C;A;✘
261;42;A;A;✓
261;43;D;D;✓
261;44;A;A;✓
261;45;A;D;✘
261;46;C;C;✓
261;47;C;C;✓
261;48;B;B;✓
261;49;D;D;✓
261;50;C;C;✓
261;51;A;A;✓
261;52;B;B;✓
261;53;A;A;✓
261;54;B;B;✓
261;55;D;D;✓
261;56;D;D;✓
261;57;B;B;✓
261;58;B;B;✓
261;59;E;D;✘
261;60;A;A;✓
266;1;E;A;✘
266;2;D;A;✘
266;3;B;B;✓
266;4;B;A;✘
266;5;A;A;✓
266;6;A;A;✓
266;7;E;E;✓
266;8;C;C;✓
266;9;A;D;✘
266;10;D;D;✓
266;11;E;E;✓
266;12;B;A;✘
266;13;B;B;✓
266;14;C;A;✘
266;15;B;B;✓
266;16;A;A;✓
266;17;D;D;✓
266;18;D;D;✓
266;19;A;A;✓
266;20;A;B;✘
266;21;D;A;✘
266;22;D;B;✘
266;23;B;B;✓
266;24;B;B;✓
266;25;D;A;✘
266;26;A;A;✓
266;27;C;C;✓
266;28;D;D;✓
266;29;E;E;✓
266;30;A;A;✓
266;31;C;C;✓
266;32;B;B;✓
266;33;D;C;✘
266;34;E;E;✓
266;35;D;D;✓
266;36;A;A;✓
266;37;B;B;✓
266;38;A;C;✘
266;39;A;A;✓
266;40;B;B;✓
266;41;C;A;✘
266;42;B;A;✘
266;43;D;D;✓
266;44;C;A;✘
266;45;D;C;✘
266;46;B;A;✘
266;47;E;C;✘
266;48;D;D;✓
266;49;B;B;✓
266;50;C;B;✘
266;51;B;B;✓
266;52;D;D;✓
266;53;B;C;✘
266;54;;B;✘
266;55;E;E;✓
266;56;C;C;✓
266;57;B;B;✓
266;58;D;D;✓
266;59;B;C;✘
266;60;D;D;✓
268;1;E;C;✘
268;2;B;B;✓
268;3;A;A;✓
268;4;E;D;✘
268;5;A;A;✓
268;6;D;D;✓
268;7;A;A;✓
268;8;A;A;✓
268;9;B;B;✓
268;10;D;A;✘
268;11;D;B;✘
268;12;D;B;✘
268;13;B;B;✓
268;14;B;B;✓
268;15;D;C;✘
268;16;C;B;✘
268;17;D;D;✓
268;18;B;B;✓
268;19;D;D;✓
268;20;B;B;✓
268;21;D;D;✓
268;22;A;B;✘
268;23;A;A;✓
268;24;B;A;✘
268;25;B;B;✓
268;26;A;B;✘
268;27;C;B;✘
268;28;E;D;✘
268;29;C;B;✘
268;30;E;B;✘
268;31;C;C;✓
268;32;A;A;✓
268;33;D;D;✓
268;34;E;D;✘
268;35;C;B;✘
268;36;A;A;✓
268;37;E;A;✘
268;38;B;B;✓
268;39;B;B;✓
268;40;A;A;✓
268;41;D;D;✓
268;42;A;A;✓
268;43;C;C;✓
268;44;C;C;✓
268;45;B;B;✓
268;46;D;A;✘
268;47;D;D;✓
268;48;E;D;✘
268;49;B;A;✘
268;50;E;C;✘
268;51;A;A;✓
268;52;C;A;✘
268;53;D;D;✓
268;54;E;D;✘
268;55;D;D;✓
268;56;D;D;✓
268;57;A;A;✓
268;58;C;C;✓
268;59;A;A;✓
268;60;D;C;✘
270;1;B;A;✘
270;2;B;B;✓
270;3;A;A;✓
270;4;E;C;✘
270;5;B;B;✓
270;6;A;A;✓
270;7;D;D;✓
270;8;D;C;✘
270;9;D;C;✘
270;10;D;D;✓
270;11;D;B;✘
270;12;E;A;✘
270;13;B;A;✘
270;14;C;C;✓
270;15;E;D;✘
270;16;C;C;✓
270;17;C;C;✓
270;18;C;C;✓
270;19;A;A;✓
270;20;B;B;✓
270;21;E;E;✓
270;22;A;A;✓
270;23;A;A;✓
270;24;B;B;✓
270;25;A;A;✓
270;26;A;A;✓
270;27;B;C;✘
270;28;C;D;✘
270;29;E;E;✓
270;30;E;C;✘
270;31;A;A;✓
270;32;A;A;✓
270;33;E;D;✘
270;34;A;A;✓
270;35;D;C;✘
270;36;D;A;✘
270;37;D;C;✘
270;38;C;C;✓
270;39;B;B;✓
270;40;E;E;✓
270;41;E;E;✓
270;42;B;A;✘
270;43;C;C;✓
270;44;C;C;✓
270;45;E;E;✓
270;46;C;D;✘
270;47;D;D;✓
270;48;A;A;✓
270;49;B;B;✓
270;50;B;A;✘
270;51;A;A;✓
270;52;C;C;✓
270;53;B;B;✓
270;54;E;C;✘
270;55;A;A;✓
270;56;A;A;✓
270;57;A;C;✘
270;58;A;A;✓
270;59;E;E;✓
270;60;A;A;✓
273;1;B;B;✓
273;2;C;C;✓
273;3;A;B;✘
273;4;E;B;✘
273;5;A;A;✓
273;6;A;A;✓
273;7;E;D;✘
273;8;A;A;✓
273;9;B;B;✓
273;10;B;A;✘
273;11;E;A;✘
273;12;D;D;✓
273;13;B;B;✓
273;14;B;B;✓
273;15;A;A;✓
273;16;A;A;✓
273;17;D;D;✓
273;18;A;A;✓
273;19;B;A;✘
273;20;B;B;✓
273;21;E;B;✘
273;22;C;B;✘
273;23;E;E;✓
273;24;B;B;✓
273;25;C;C;✓
273;26;D;D;✓
273;27;A;A;✓
273;28;C;C;✓
273;29;C;C;✓
273;30;C;C;✓
273;31;C;C;✓
273;32;A;A;✓
273;33;E;E;✓
273;34;E;E;✓
273;35;D;B;✘
273;36;A;A;✓
273;37;B;C;✘
273;38;B;B;✓
273;39;A;A;✓
273;40;E;E;✓
273;41;D;D;✓
273;42;B;B;✓
273;43;A;D;✘
273;44;C;B;✘
273;45;C;B;✘
273;46;E;E;✓
273;47;A;B;✘
273;48;B;B;✓
273;49;C;C;✓
273;50;D;D;✓
273;51;B;B;✓
273;52;D;C;✘
273;53;A;A;✓
273;54;E;D;✘
273;55;D;D;✓
273;56;C;C;✓
273;57;C;C;✓
273;58;A;B;✘
273;59;E;E;✓
273;60;A;A;✓
274;1;D;D;✓
274;2;C;C;✓
274;3;A;A;✓
274;4;D;B;✘
274;5;C;B;✘
274;6;B;A;✘
274;7;E;E;✓
274;8;D;A;✘
274;9;C;C;✓
274;10;D;B;✘
274;11;A;A;✓
274;12;D;D;✓
274;13;C;B;✘
274;14;B;B;✓
274;15;A;A;✓
274;16;A;A;✓
274;17;A;A;✓
274;18;C;C;✓
274;19;E;D;✘
274;20;C;C;✓
274;21;E;E;✓
274;22;A;A;✓
274;23;D;D;✓
274;24;A;A;✓
274;25;C;A;✘
274;26;C;C;✓
274;27;E;E;✓
274;28;D;D;✓
274;29;B;A;✘
274;30;B;A;✘
274;31;E;E;✓
274;32;A;C;✘
274;33;C;C;✓
274;34;C;A;✘
274;35;C;C;✓
274;36;E;E;✓
274;37;D;C;✘
274;38;B;B;✓
274;39;B;C;✘
274;40;D;D;✓
274;41;B;C;✘
274;42;B;A;✘
274;43;B;C;✘
274;44;D;A;✘
274;45;B;C;✘
274;46;E;D;✘
274;47;A;A;✓
274;48;D;B;✘
274;49;C;B;✘
274;50;B;B;✓
274;51;A;A;✓
274;52;D;B;✘
274;53;A;A;✓
274;54;B;B;✓
274;55;D;D;✓
274;56;D;D;✓
274;57;C;C;✓
274;58;E;C;✘
274;59;C;C;✓
274;60;A;A;✓
281;1;D;C;✘
281;2;C;B;✘
281;3;E;E;✓
281;4;E;C;✘
281;5;A;A;✓
281;6;A;A;✓
281;7;D;A;✘
281;8;A;B;✘
281;9;B;A;✘
281;10;C;A;✘
281;11;C;C;✓
281;12;E;D;✘
281;13;B;D;✘
281;14;C;C;✓
281;15;E;B;✘
281;16;A;A;✓
281;17;B;B;✓
281;18;B;A;✘
281;19;B;B;✓
281;20;A;D;✘
281;21;A;A;✓
281;22;A;A;✓
281;23;D;D;✓
281;24;C;C;✓
281;25;A;A;✓
281;26;E;E;✓
281;27;D;D;✓
281;28;E;E;✓
281;29;C;D;✘
281;30;D;D;✓
281;31;C;C;✓
281;32;D;C;✘
281;33;B;B;✓
281;34;A;A;✓
281;35;A;D;✘
281;36;B;D;✘
281;37;E;E;✓
281;38;D;D;✓
281;39;C;B;✘
281;40;D;D;✓
281;41;B;B;✓
281;42;D;C;✘
281;43;D;B;✘
281;44;A;B;✘
281;45;B;C;✘
281;46;D;D;✓
281;47;E;D;✘
281;48;C;C;✓
281;49;C;B;✘
281;50;E;C;✘
281;51;C;C;✓
281;52;B;A;✘
281;53;A;A;✓
281;54;D;A;✘
281;55;C;C;✓
281;56;D;C;✘
281;57;A;A;✓
281;58;D;C;✘
281;59;E;E;✓
281;60;B;B;✓
283;1;C;A;✘
283;2;B;A;✘
283;6;A;A;✓
283;8;A;A;✓
283;9;C;B;✘
283;10;A;A;✓
283;11;B;B;✓
283;12;E;E;✓
283;13;B;B;✓
283;14;E;E;✓
283;15;E;B;✘
283;18;B;C;✘
283;19;D;B;✘
283;20;B;D;✘
283;21;E;A;✘
283;22;E;A;✘
283;23;B;A;✘
283;24;B;B;✓
283;25;E;A;✘
283;26;A;A;✓
283;27;A;A;✓
283;28;D;A;✘
283;29;C;A;✘
283;32;A;A;✓
283;33;B;B;✓
283;34;E;E;✓
283;35;D;D;✓
283;36;A;A;✓
283;37;A;A;✓
283;38;B;A;✘
283;40;E;A;✘
283;41;C;A;✘
283;42;B;D;✘
283;43;D;B;✘
283;44;B;E;✘
283;45;E;C;✘
283;46;C;A;✘
283;47;A;D;✘
283;48;D;C;✘
283;49;C;B;✘
283;50;B;A;✘
283;51;A;B;✘
283;52;D;A;✘
283;53;A;A;✓
283;55;C;A;✘
283;56;D;C;✘
283;57;E;E;✓
283;58;D;D;✓
283;59;B;B;✓
283;60;A;A;✓
284;1;B;B;✓
284;2;C;C;✓
284;3;C;B;✘
284;4;E;E;✓
284;5;B;B;✓
284;6;C;C;✓
284;7;A;A;✓
284;8;C;C;✓
284;9;A;A;✓
284;10;B;B;✓
284;11;E;E;✓
284;12;D;D;✓
284;13;B;A;✘
284;14;D;D;✓
284;15;B;B;✓
284;16;A;A;✓
284;17;D;D;✓
284;18;C;B;✘
284;19;B;B;✓
284;20;B;A;✘
284;21;D;D;✓
284;22;A;A;✓
284;23;B;B;✓
284;24;B;B;✓
284;25;A;C;✘
284;26;A;A;✓
284;27;C;B;✘
284;28;C;C;✓
284;29;B;B;✓
284;30;E;D;✘
284;31;A;A;✓
284;32;C;A;✘
284;33;D;D;✓
284;34;B;A;✘
284;35;A;A;✓
284;36;C;C;✓
284;37;B;A;✘
284;38;C;B;✘
284;39;D;D;✓
284;40;C;C;✓
284;41;C;C;✓
284;42;D;D;✓
284;43;E;D;✘
284;44;C;C;✓
284;45;D;B;✘
284;46;A;A;✓
284;47;D;A;✘
284;48;B;B;✓
284;49;C;A;✘
284;50;D;D;✓
284;51;C;B;✘
284;52;B;B;✓
284;53;C;C;✓
284;54;E;D;✘
284;55;D;A;✘
284;56;A;A;✓
284;57;A;A;✓
284;58;D;D;✓
284;59;E;E;✓
284;60;A;A;✓
286;1;A;A;✓
286;2;D;D;✓
286;3;D;C;✘
286;4;E;E;✓
286;5;B;B;✓
286;6;A;A;✓
286;7;C;C;✓
286;8;B;A;✘
286;9;A;A;✓
286;10;C;B;✘
286;11;D;D;✓
286;12;E;D;✘
286;13;D;C;✘
286;14;C;C;✓
286;15;E;E;✓
286;16;A;A;✓
286;17;C;C;✓
286;18;C;C;✓
286;19;D;B;✘
286;20;D;B;✘
286;21;D;D;✓
286;22;B;A;✘
286;23;A;A;✓
286;24;E;D;✘
286;25;C;C;✓
286;26;A;A;✓
286;27;E;E;✓
286;28;C;C;✓
286;29;E;E;✓
286;30;E;C;✘
286;31;A;A;✓
286;32;C;C;✓
286;33;E;E;✓
286;34;A;A;✓
286;35;E;E;✓
286;36;E;C;✘
286;37;D;A;✘
286;38;B;B;✓
286;39;B;B;✓
286;40;D;D;✓
286;41;B;B;✓
286;42;B;A;✘
286;43;D;D;✓
286;44;C;C;✓
286;45;D;D;✓
286;46;B;C;✘
286;47;D;C;✘
286;48;B;A;✘
286;49;C;A;✘
286;50;C;C;✓
286;51;E;A;✘
286;52;C;C;✓
286;53;A;A;✓
286;54;C;C;✓
286;55;A;A;✓
286;56;B;B;✓
286;57;B;B;✓
286;58;A;A;✓
286;59;E;E;✓
289;1;B;B;✓
289;2;B;B;✓
289;3;D;D;✓
289;4;E;B;✘
289;5;B;B;✓
289;6;E;D;✘
289;7;B;B;✓
289;8;A;A;✓
289;9;A;A;✓
289;10;E;E;✓
289;11;E;A;✘
289;12;E;C;✘
289;13;B;B;✓
289;14;A;A;✓
289;15;A;A;✓
289;16;C;B;✘
289;17;B;B;✓
289;18;B;B;✓
289;19;D;D;✓
289;20;B;B;✓
289;21;E;B;✘
289;22;C;C;✓
289;23;A;A;✓
289;24;B;B;✓
289;25;C;C;✓
289;26;A;A;✓
289;27;C;C;✓
289;28;C;C;✓
289;29;E;E;✓
289;30;E;D;✘
289;31;*;C;✘
289;32;E;E;✓
289;33;A;A;✓
289;34;E;E;✓
289;35;E;E;✓
289;36;D;D;✓
289;37;D;B;✘
289;38;B;B;✓
289;39;D;D;✓
289;40;A;C;✘
289;41;E;A;✘
289;42;B;B;✓
289;43;D;D;✓
289;44;C;C;✓
289;45;D;C;✘
289;46;B;B;✓
289;47;D;C;✘
289;48;E;C;✘
289;49;C;A;✘
289;50;E;E;✓
289;51;D;A;✘
289;52;C;B;✘
289;53;D;D;✓
289;54;B;B;✓
289;55;B;B;✓
289;56;B;B;✓
289;57;A;C;✘
289;58;B;A;✘
289;59;B;B;✓
289;60;A;A;✓
292;1;D;A;✘
292;2;B;A;✘
292;3;E;E;✓
292;4;A;A;✓
292;5;A;A;✓
292;6;A;A;✓
292;7;A;B;✘
292;8;A;A;✓
292;9;A;A;✓
292;10;A;A;✓
292;11;A;A;✓
292;12;A;A;✓
292;13;B;B;✓
292;14;D;C;✘
292;15;A;A;✓
292;16;A;A;✓
292;17;D;D;✓
292;18;B;D;✘
292;19;A;A;✓
292;20;B;A;✘
292;21;A;A;✓
292;22;A;A;✓
292;23;E;E;✓
292;24;C;C;✓
292;25;C;C;✓
292;26;C;C;✓
292;27;C;D;✘
292;28;C;C;✓
292;29;C;C;✓
292;30;C;C;✓
292;31;B;B;✓
292;32;B;B;✓
292;33;B;B;✓
292;34;B;B;✓
292;35;B;B;✓
292;36;B;B;✓
292;37;B;B;✓
292;38;B;A;✘
292;39;B;B;✓
292;40;C;C;✓
292;41;D;A;✘
292;42;D;A;✘
292;43;D;D;✓
292;44;D;D;✓
292;45;E;E;✓
292;46;C;C;✓
292;47;C;B;✘
292;48;D;D;✓
292;49;A;A;✓
292;50;D;C;✘
292;51;B;B;✓
292;52;D;D;✓
292;53;A;D;✘
292;54;E;D;✘
292;55;D;B;✘
292;56;D;D;✓
292;57;D;D;✓
292;58;C;C;✓
292;59;D;C;✘
292;60;D;D;✓
294;1;A;A;✓
294;2;C;C;✓
294;3;B;A;✘
294;4;B;A;✘
294;5;A;A;✓
294;6;A;A;✓
294;7;E;E;✓
294;8;C;C;✓
294;9;B;B;✓
294;10;E;C;✘
294;11;C;C;✓
294;12;A;A;✓
294;13;E;D;✘
294;14;C;C;✓
294;15;A;D;✘
294;16;A;A;✓
294;17;A;A;✓
294;18;C;C;✓
294;19;A;A;✓
294;20;B;B;✓
294;21;E;E;✓
294;22;A;A;✓
294;23;A;A;✓
294;24;D;D;✓
294;25;B;B;✓
294;26;A;A;✓
294;27;A;A;✓
294;28;C;C;✓
